行业,头腰尾,公司名称,公司主名,规模,员工人数,岗位,在职人数,平均在职天数,平均年收入,平均工作数,城市,企业工商类型,企业性质：国企，央企，外企,成立日期
游戏,腰部,北京龙拳风暴科技有限公司,龙拳风暴,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
新生物医药,尾部,成都康华生物制品有限公司,成都康华生物制品有限公司,100~500人,0,,0,0.0,0.0,0.0,成都市,,,1970-01-01
新生物医药,腰部,成都倍特药业有限公司,倍特药业,1000~10000人,0,数据分析,1,2217.0,175000.0,4.0,成都市,,,1970-01-01
新生物医药,尾部,湖南优诚生物有限公司,湖南优诚生物有限公司,50人以内,0,,0,0.0,0.0,0.0,长沙市,,,1970-01-01
电子商务&新零售,尾部,北京未来星宇电子商务有限公司,北京未来星宇电子商务有限公司,50~100人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
新生物医药,腰部,杭州百诚医药科技股份有限公司,杭州百诚医药科技股份有限公司,100~500人,0,数据分析,0,1821.0,147000.0,1.0,杭州市,,,1970-01-01
企业数字化服务,尾部,北京宝兰德软件有限公司,北京宝兰德软件有限公司,100~500人,0,数据分析,0,2582.0,770000.0,3.0,北京,,,1970-01-01
纯互联网,尾部,深圳九明珠信息科技有限公司,深圳九明珠信息科技有限公司,100~500人,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
人工智能,尾部,杭州华网信息技术有限公司,杭州华网信息技术有限公司,50~100人,0,,0,0.0,0.0,0.0,杭州市,,,1970-01-01
电子商务&新零售,尾部,北京京东世纪贸易有限公司西安分公司,北京京东世纪贸易有限公司西安分公司,1000~10000人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
电子商务&新零售,尾部,北京一轻控股有限责任公司,北京一轻控股有限责任公司,50~100人,0,,0,0.0,0.0,0.0,北京市,,国企,1970-01-01
企业数字化服务,尾部,中能拾贝科技有限公司,广州健新科技股份有限公司,100~500人,0,,0,0.0,0.0,0.0,广州市,,,1970-01-01
纯互联网,尾部,广州广颖创网络科技有限公司,广州广颖创网络科技有限公司,100~500人,0,数据分析,5,1526.5,319148.6666666667,1.8333333333333333,广州市,,,1970-01-01
人工智能,腰部,北京易聊科技有限公司,易聊科技,100~500人,0,数据分析,2,6173.5,416542.0,1.5,北京市,,,1970-01-01
新能源汽车,尾部,比亚迪汽车工业有限公司,比亚迪汽车工业,,0,数据分析,1,756.0,430892.0,1.0,,,,1970-01-01
企业数字化服务,尾部,上海智隆信息技术股份有限公司,上海智隆信息技术股份有限公司,50~100人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
纯互联网,尾部,信华信（济南）信息技术有限公司,信华信（济南）信息技术有限公司,100~500人,0,,0,0.0,0.0,0.0,济南市,,,1970-01-01
新能源,尾部,无锡先导智能装备公司,无锡先导智能装备公司,,0,,0,0.0,0.0,0.0,无锡市,,,1970-01-01
纯互联网,尾部,福建兴众为通信设备有限公司,福建兴众为通信设备有限公司,50人以内,0,,0,0.0,0.0,0.0,福州市,,,1970-01-01
纯互联网,尾部,杭州名淘网络科技,杭州名淘网络科技,,0,,0,0.0,0.0,0.0,,,,1970-01-01
纯互联网,尾部,山东中磁视讯股份有限公司,山东中磁视讯股份有限公司,100~500人,0,,0,0.0,0.0,0.0,济南市,,,1970-01-01
新生物医药,尾部,广州艾基生物技术有限公司,广州艾基生物技术有限公司,50~100人,0,,0,0.0,0.0,0.0,广州市,,,1970-01-01
新金融科技,尾部,上海屹通信息科技发展有限公司合肥分公司,上海屹通信息科技发展有限公司合肥分公司,100~500人,0,,0,0.0,0.0,0.0,合肥市,,,1970-01-01
新生物医药,尾部,西斯比亚(北京)医药技术研究有限责任公司,西斯比亚(北京)医药技术研究有限责任公司,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
电子商务&新零售,尾部,桐乡市蔻丝电子商务有限公司,桐乡市蔻丝电子商务有限公司,50人以内,0,,0,0.0,0.0,0.0,嘉兴市,,,1970-01-01
电子商务&新零售,尾部,西藏脉道网络科技股份有限公司,西藏脉道网络科技股份有限公司,50~100人,0,,0,0.0,0.0,0.0,拉萨市,,,1970-01-01
新能源,尾部,广东博力威科技股份有限公司,东莞博力威电池有限公司,1000~10000人,0,,0,0.0,0.0,0.0,东莞市,,,1970-01-01
新生物医药,尾部,上海康德弘翼医学临床研究有限公司,康德弘翼,100~500人,0,数据分析,4,1683.75,203000.0,1.0,上海市,,,1970-01-01
电子商务&新零售,尾部,杭州行装网络技术有限公司,杭州行装网络技术有限公司,50人以内,0,,0,0.0,0.0,0.0,杭州市,,,1970-01-01
纯互联网,尾部,成都德艺软件有限公司,成都德艺软件有限公司,1000~10000人,0,,0,0.0,0.0,0.0,成都市,,,1970-01-01
智能硬件,尾部,深圳市固胜智能科技有限公司,深圳市固胜智能科技有限公司,100-500,0,,0,0.0,0.0,0.0,深圳,,,1970-01-01
新能源,尾部,珠海富山爱旭太阳能科技有限公司,珠海富山爱旭太阳能科技有限公司,,0,,0,0.0,0.0,0.0,珠海市,,,1970-01-01
企业数字化服务,尾部,成都市智慧蓉城研究院有限公司,成都市智慧蓉城研究院有限公司,,0,,0,0.0,0.0,0.0,,有限责任公司（非自然人投资或控股的法人独资）,,2022-01-14
纯互联网,尾部,北京洞窝数字科技有限公司,北京洞窝数字科技有限公司,,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
智能硬件,尾部,河南跃薪时代新能源科技有限公司,河南跃薪时代新能源科技有限公司,100~500人,0,数据分析,1,664.5,175000.0,1.0,河南·郑州,其他有限责任公司,,2020-06-28
智能硬件,尾部,东莞市徕芬电子科技有限公司,徕芬,1000~10000人,0,数据分析,3,2917.0,573685.0,2.3333333333333335,广东·深圳,,,1970-01-01
智能硬件,尾部,拓竹科技,拓竹科技,500~1000人,0,,0,0.0,0.0,0.0,广东·深圳,,,1970-01-01
纯互联网,尾部,多啦阿梦（上海）网络科技有限公司,多啦阿梦（上海）网络科技有限公司,,0,数据分析,3,1166.5,203000.0,2.0,,,,1970-01-01
企业数字化服务,腰部,上海鲲纶科技有限公司,上海鲲纶科技有限公司,,0,,0,0.0,0.0,0.0,,,,1970-01-01
智能硬件,尾部,上海同星智能科技有限公司,TOSUN同星,,0,,0,0.0,0.0,0.0,,,,1970-01-01
纯互联网,尾部,霍尔果斯嗨游网络科技有限公司广州分公司,play800,100~500人,0,数据分析,0,2368.0,133000.0,1.0,广东·广州,,,1970-01-01
纯互联网,尾部,无量云（北京）科技有限公司,无量云（北京）科技有限公司,,0,,0,0.0,0.0,0.0,,,,1970-01-01
纯互联网,尾部,湖南微步信息科技有限责任公司,湖南微步信息科技有限责任公司,,0,数据分析,1,2917.0,455000.0,3.0,,,,1970-01-01
新能源,尾部,宜宾英发德耀科技有限公司,宜宾英发德耀科技有限公司,,0,,0,0.0,0.0,0.0,,,,1970-01-01
新金融科技,尾部,成方金融信息技术服务有限公司,成方金融信息技术服务有限公司,,0,数据分析,1,2794.0,840000.0,2.0,,,,1970-01-01
新能源,尾部,南昌欣旺达新能源有限公司,南昌欣旺达新能源有限公司,,0,数据分析,1,1060.0,84000.0,1.0,,,,1970-01-01
新能源汽车,尾部,奥迪一汽新能源汽车有限公司,奥迪一汽新能源汽车有限公司,,0,,0,0.0,0.0,0.0,,,外企,1970-01-01
纯互联网,尾部,北京挚文科技有限公司,北京挚文科技有限公司,,0,数据分析,1,5655.0,1050000.0,4.0,,,,1970-01-01
新能源,尾部,爱士惟科技股份有限公司,爱士惟科技股份有限公司,,0,,0,0.0,0.0,0.0,,,,1970-01-01
纯互联网,尾部,广州露珠信息科技有限公司,广州露珠信息科技有限公司,,0,,0,0.0,0.0,0.0,,,,1970-01-01
新能源汽车,头部,蔚来软件科技（上海）有限公司,蔚来软件科技（上海）有限公司,,0,,0,0.0,0.0,0.0,,,,1970-01-01
新能源,尾部,惠州赣锋锂电科技有限公司,惠州赣锋锂电科技有限公司,,0,数据分析,0,1606.0,98000.0,1.0,,,,1970-01-01
新生物医药,尾部,南京四季物语生物科技有限公司,南京四季物语生物科技有限公司,,0,,0,0.0,0.0,0.0,,,,1970-01-01
企业数字化服务,尾部,格创东智（上海）工业智能科技有限公司,格创东智（上海）工业智能科技有限公司,,0,,0,0.0,0.0,0.0,,,,1970-01-01
企业数字化服务,尾部,上海容么么数字科技有限公司,上海容么么数字科技有限公司,,0,数据分析,1,2917.0,308000.0,4.0,,,,1970-01-01
纯互联网,尾部,成都巨量引擎信息技术有限公司,成都巨量引擎信息技术有限公司,,0,,0,0.0,0.0,0.0,,,,1970-01-01
人工智能,尾部,深圳元象信息科技有限公司,元象,100-500人,0,,0,0.0,0.0,0.0,广东省深圳市南山区深圳市软件产业基地,有限责任公司(自然人独资),,2020-11-12
电子商务&新零售,尾部,格力电子商务有限公司,格力电子商务有限公司,,0,,0,0.0,0.0,0.0,,,,1970-01-01
纯互联网,尾部,腾讯云雀（青岛）信息技术有限公司北京分公司,腾讯云雀（青岛）信息技术有限公司北京分公司,,0,,0,0.0,0.0,0.0,,,,1970-01-01
电子商务&新零售,尾部,京东集团股份有限公司,京东集团股份有限公司,,0,,0,0.0,0.0,0.0,,,,1970-01-01
人工智能,头部,月之暗面,月之暗面,,50,数据分析,3,1933.0,525000.0,3.6666666666666665,,,,1970-01-01
纯互联网,尾部,广州舵手网络科技有限公司,舵手互娱,100~500人,0,,0,0.0,0.0,0.0,广东·广州,有限责任公司 (法人独资),,2020-11-05
企业数字化服务,尾部,上海宾通智能科技有限公司,上海宾通智能科技有限公司,50~100人,0,,0,0.0,0.0,0.0,上海市,有限责任公司(中外合资),,2017-12-07
新能源,尾部,中创新航科技（武汉）有限公司,中创新航科技（武汉）有限公司,,0,,0,0.0,0.0,0.0,,,,1970-01-01
新生物医药,尾部,深圳迈瑞动物医疗科技有限公司,深圳迈瑞动物医疗科技有限公司,,0,,0,0.0,0.0,0.0,,,,1970-01-01
智能硬件,尾部,达闼机器人股份有限公司,达闼机器人股份有限公司,,0,,0,0.0,0.0,0.0,,,,1970-01-01
新能源,尾部,东台晶澳太阳能科技有限公司,东台晶澳太阳能科技有限公司,,0,,0,0.0,0.0,0.0,,,,1970-01-01
企业数字化服务,尾部,杭州铭师堂数字科技有限公司,杭州铭师堂数字科技有限公司,,0,数据分析,1,6142.0,560000.0,5.0,,,,1970-01-01
纯互联网,尾部,上海钧哈网络科技有限公司,上海钧哈网络科技有限公司,50~100人,0,数据分析,1,1578.0,406000.0,2.0,上海市,有限责任公司（自然人投资或控股的法人独资）,,2018-08-06
智能硬件,腰部,浙江强脑科技有限公司,强脑科技,50人以内,0,数据分析,1,1272.0,,1.0,杭州市,有限责任公司(外国法人独资),,2018-12-21
游戏,尾部,广州市爆米花动画科技有限公司,广州市爆米花动画科技有限公司,50人以内,0,,0,0.0,0.0,0.0,广州市,,,1970-01-01
智能硬件,尾部,大卓智能科技,大卓智能科技,,0,数据分析,2,2785.0,583333.3333333334,4.0,,,,1970-01-01
新能源汽车,尾部,广汽埃安新能源,广汽埃安新能源,,0,数据分析,1,2187.0,315000.0,1.0,,,,1970-01-01
纯互联网,尾部,浙江万有码力网络科技有限公司,万码优才,,0,,0,0.0,0.0,0.0,,,,1970-01-01
纯互联网,尾部,杭州巴九灵文化创意股份有限公司,杭州巴九灵文化创意股份有限公司,100~500人,0,数据分析,1,2582.0,280000.0,2.0,杭州市,,,1970-01-01
纯互联网,腰部,北京小牛互联科技有限公司,小牛互联,50~100人,0,数据分析,2,2186.5,268884.0,1.5,北京市,,,1970-01-01
人工智能,尾部,吉林华翰云数据分析有限公司,吉林华翰云数据分析有限公司,50~100人,0,,0,0.0,0.0,0.0,长春市,,,1970-01-01
电子商务&新零售,尾部,海豚家（北京）网络科技有限公司,北京海豚家无限科技有限公司,100~500人,0,数据分析,1,3251.0,268884.0,1.0,北京市,,,1970-01-01
企业数字化服务,尾部,上海嗨酷强供应链信息技术有限公司,上海嗨酷强供应链信息技术有限公司,100~500人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
新生物医药,尾部,深圳市前海精准生物科技有限公司,深圳市前海精准生物科技有限公司,50人以内,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
企业数字化服务,腰部,亿企赢网络科技有限公司,亿企赢,100~500人,0,数据分析,2,4611.666666666667,328988.3333333333,1.6666666666666667,上海市,,,1970-01-01
新生物医药,尾部,成都口口齿科技术有限公司,成都口口齿科技术有限公司,100~500人,0,,0,0.0,0.0,0.0,成都市,,,1970-01-01
新金融科技,尾部,平安普惠信息服务有限公司北京十里河分公司,平安普惠信息服务有限公司北京十里河分公司,100~500人,100,,0,0.0,0.0,0.0,北京市,,,1970-01-01
纯互联网,尾部,南京优奈特信息科技有限公司,南京优奈特信息科技有限公司,50人以内,0,,0,0.0,0.0,0.0,南京市,,,1970-01-01
企业数字化服务,尾部,成都指掌天下信息技术有限公司,指掌天下,50人以内,0,数据分析,1,2217.0,280000.0,2.0,成都市,,,1970-01-01
新生物医药,尾部,上海艾瑞德生物科技有限公司,上海艾瑞德生物科技有限公司,100~500人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
纯互联网,尾部,成都吉锐时代触摸技术有限公司,成都吉锐时代触摸技术有限公司,100~500人,0,,0,0.0,0.0,0.0,成都市,,,1970-01-01
新能源汽车,腰部,国能新能源汽车有限责任公司,国能新能源汽车有限责任公司,1000~10000人,0,,0,0.0,0.0,0.0,天津市,,,1970-01-01
游戏,腰部,广东趣炫网络股份有限公司,趣炫网络,500~1000人,0,,0,0.0,0.0,0.0,广州市,,,1970-01-01
新金融科技,尾部,世纪畅链有限责任公司,世纪畅链有限责任公司,100~500人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
电子商务&新零售,尾部,广州涅生电商股份有限公司,广州涅生电商股份有限公司,100~500人,0,,0,0.0,0.0,0.0,广州市,,,1970-01-01
新能源,尾部,茂迪(马鞍山)新能源有限公司,茂迪(马鞍山)新能源有限公司,500~1000人,0,,0,0.0,0.0,0.0,马鞍山市,,,1970-01-01
电子商务&新零售,尾部,深圳前海汇能科技产业有限公司,深圳前海汇能科技产业有限公司,100~500人,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
电子商务&新零售,尾部,菱感电子商务（上海）有限公司,菱感电子商务（上海）有限公司,50~100人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
企业数字化服务,尾部,深圳市丰修科技有限公司,顺维修,100~500人,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
电子商务&新零售,尾部,杭州美平米科技有限公司,杭州美平米科技有限公司,50~100人,0,,0,0.0,0.0,0.0,杭州市,,,1970-01-01
新生物医药,尾部,兆科药业（合肥）有限公司,兆科药业（合肥）有限公司,100~500人,0,,0,0.0,0.0,0.0,合肥市,,,1970-01-01
新能源,尾部,北京尚方智慧清洁能源有限公司,北京尚方智慧清洁能源有限公司,,0,,0,0.0,0.0,0.0,,,,1970-01-01
企业数字化服务,尾部,华润数字科技有限公司,华润数字科技有限公司,,0,,0,0.0,0.0,0.0,,,,1970-01-01
纯互联网,尾部,TikTok Pte. Ltd.,TikTok Pte. Ltd.,,0,数据分析,5,2934.8,1267178.4,3.4,,,,1970-01-01
人工智能,腰部,上海芯翌智能科技有限公司,上海芯翌智能科技有限公司,50~100人,0,,0,0.0,0.0,0.0,上海市,有限责任公司(自然人投资或控股),,2018-11-01
电子商务&新零售,尾部,重庆新仙农业科技有限公司,重庆新仙农业科技有限公司,100~500人,0,,0,0.0,0.0,0.0,重庆市,,,1970-01-01
人工智能,尾部,上海电气集团数字科技有限公司,上海电气集团数字科技有限公司,100~500人,0,数据分析,1,2553.0,321055.0,2.0,上海市,有限责任公司(国有独资),,2018-05-18
纯互联网,尾部,深圳市程序猿教育科技有限公司,程序猿教育,50人以内,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
新生物医药,尾部,广州市妇女儿童医疗中心,广州市妇女儿童医疗中心,,0,,0,0.0,0.0,0.0,广州市,,,1970-01-01
纯互联网,尾部,江苏税软软件科技有限公司,税软科技,100~500人,0,,0,0.0,0.0,0.0,无锡市,,,1970-01-01
新生物医药,尾部,杭州艾森医药研究有限公司,杭州艾森医药研究有限公司,50~100人,0,,0,0.0,0.0,0.0,杭州市,,,1970-01-01
智能硬件,尾部,加动健康运动科技（深圳）有限公司,加动健康运动科技（深圳）有限公司,50人以内,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
新金融科技,尾部,北京指南针科技股份发展有限公司,北京指南针科技,,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
企业数字化服务,尾部,迈动互联(北京)信息科技有限公司,迈动互联(北京)信息科技有限公司,50~100人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
智能硬件,尾部,深圳市艾特智能科技有限公司,深圳市艾特智能科技有限公司,50~100人,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
智能硬件,尾部,西安蜂语信息科技有限公司,西安蜂语信息科技有限公司,50~100人,0,,0,0.0,0.0,0.0,西安市,,,1970-01-01
纯互联网,尾部,苏州通付盾信息安全技术有限公司,苏州通付盾信息安全技术有限公司,,0,,0,0.0,0.0,0.0,,,,1970-01-01
企业数字化服务,尾部,上海恒格信息科技有限公司,上海恒格信息科技有限公司,100~500人,0,数据分析,1,3648.0,371000.0,1.0,上海市,,,1970-01-01
电子商务&新零售,尾部,无锡市苏宁云商销售有限公司,无锡市苏宁云商销售有限公司,500~1000人,0,,0,0.0,0.0,0.0,无锡市,有限责任公司,,1999-04-30
企业数字化服务,尾部,安徽百诚慧通科技有限公司,安徽百诚慧通科技有限公司,100~500人,0,,0,0.0,0.0,0.0,合肥市,,,1970-01-01
新生物医药,尾部,浙江纽若思医疗科技有限公司,浙江纽若思医疗科技有限公司,50人以内,0,,0,0.0,0.0,0.0,杭州市,,,1970-01-01
智能硬件,尾部,荣耀信息技术开发（深圳）有限公司,荣耀信息开发,50人以内,0,数据分析,2,2156.0,301000.0,1.5,深圳市,,,1970-01-01
新能源,尾部,三峡新能源有限公司,三峡新能源有限公司,,0,,0,0.0,0.0,0.0,北京,,,1970-01-01
人工智能,尾部,江苏达科云数据科技有限公司,江苏达科云数据科技有限公司,100~500人,0,,0,0.0,0.0,0.0,南京市,,,1970-01-01
人工智能,腰部,深圳市美奔科技有限公司,深圳市美奔科技有限公司,50人以内,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
人工智能,尾部,上海栈略数据技术有限公司,上海栈略数据技术有限公司,100~500人,0,数据分析,1,1456.0,245602.0,1.0,上海市,,,1970-01-01
纯互联网,尾部,浙江金网信息产业股份有限公司,浙江金网信息产业股份有限公司,50~100人,0,,0,0.0,0.0,0.0,宁波市,,,1970-01-01
人工智能,尾部,智器云南京信息科技有限公司,智器云南京信息科技有限公司,100~500人,0,数据分析,7,1847.625,226824.0,1.1111111111111112,南京市,,,1970-01-01
新生物医药,尾部,罗氏（中国）投资有限公司,罗氏（中国）投资有限公司,100~500人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
新能源汽车,尾部,福特汽车中国有限公司,福特汽车中国有限公司,500~1000人,0,数据分析,1,2187.0,770000.0,2.0,上海市,,,1970-01-01
新生物医药,尾部,成都盛迪医药有限公司,盛迪医药,100~500人,0,,0,0.0,0.0,0.0,成都市,,,1970-01-01
新金融科技,尾部,花旗金融信息服务（中国）有限公司大连分公司,大连花旗金融,500~1000人,0,数据分析,3,5090.2,287000.0,1.0,大连市,,外企,1970-01-01
智能硬件,尾部,深圳汉王友基科技有限公司,深圳汉王友基科技有限公司,50人以内,0,数据分析,1,3312.0,245000.0,1.0,深圳市,,,1970-01-01
人工智能,尾部,上海和今信息科技有限公司,和鲸科技,50~100人,0,数据分析,2,2338.5,340228.0,2.0,上海市,,,1970-01-01
智能硬件,尾部,东莞市漫步者科技有限公司,东莞市漫步者科技有限公司,1000~10000人,0,,0,0.0,0.0,0.0,东莞市,有限责任公司（非自然人投资或控股的法人独资）,,2006-06-02
智能硬件,尾部,睿魔智能科技（深圳）有限公司,OBSBOT寻影,100-500人,0,,0,0.0,0.0,0.0,广东省深圳市南山区打石一路深圳国际创新谷7栋A座1103、1502-1504,有限责任公司（自然人投资或控股的法人独资）,,2017-12-06
电子商务&新零售,尾部,中钧科技有限公司,中钧科技有限公司,50人以内,0,,0,0.0,0.0,0.0,乌鲁木齐市,,,1970-01-01
新能源,尾部,江苏天合储能有限公司,江苏天合储能有限公司,50人以内,0,,0,0.0,0.0,0.0,常州市,,,1970-01-01
智能硬件,尾部,武汉高德红外股份有限公司,武汉高德红外股份,1000~10000人,0,,0,0.0,0.0,0.0,武汉市,,,1970-01-01
人工智能,尾部,海航科技,海航科技,50人以内,0,数据分析,0,6935.0,434000.0,3.0,天津市,,,1970-01-01
人工智能,尾部,广东云下汇金科技有限公司,广东云下汇金科技有限公司,200-300人,0,,0,0.0,0.0,0.0,广州市,,,1970-01-01
电子商务&新零售,尾部,中益善源（北京）科技有限公司,中益善源（北京）科技有限公司,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
新生物医药,尾部,青岛奥克生物开发有限公司,青岛奥克生物开发有限公司,100~500人,0,,0,0.0,0.0,0.0,青岛市,,,1970-01-01
新生物医药,腰部,杭州可帮基因科技有限公司,杭州可帮基因科技有限公司,50人以内,0,,0,0.0,0.0,0.0,杭州市,,,1970-01-01
纯互联网,尾部,江苏汇银乐虎电子商务有限公司,江苏汇银乐虎电子商务有限公司,,0,,0,0.0,0.0,0.0,苏州市,,,1970-01-01
新生物医药,尾部,焦作健康元生物制品有限公司,焦作健康元生物制品有限公司,1000~10000人,0,,0,0.0,0.0,0.0,焦作市,,,1970-01-01
电子商务&新零售,尾部,欧瑞思丹网络技术(苏州)有限公司,欧瑞思丹网络技术(苏州)有限公司,100~500人,0,,0,0.0,0.0,0.0,苏州市,,,1970-01-01
电子商务&新零售,尾部,碧捷（广东）洁净科技有限公司,碧捷（广东）洁净科技有限公司,100~500人,0,数据分析,2,1973.0,175000.0,1.0,佛山市,,,1970-01-01
企业数字化服务,尾部,启迪人才测评技术（北京）有限公司,ATS考试服务中心,50~100人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
新金融科技,尾部,高沃信息技术（上海）有限公司,高沃信息技术（上海）有限公司,100~500人,0,数据分析,43,2446.8490566037735,448613.10869565216,1.4181818181818182,上海市,,,1970-01-01
智能硬件,腰部,上海立讯信息技术有限公司,上海闻泰信息技术有限公司,1000~10000人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
游戏,尾部,北京网圣飞腾信息技术有限公司,北京网圣飞腾信息技术有限公司,50人以内,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
纯互联网,尾部,中科聚信信息技术(北京)有限公司,中科聚信信息技术(北京)有限公司,50~100人,0,数据分析,1,1029.0,175000.0,1.0,北京市,,,1970-01-01
企业数字化服务,尾部,分贝通科技有限公司,分贝通科技有限公司,,0,数据分析,1,6692.0,945000.0,1.0,北京市,,,1970-01-01
企业数字化服务,尾部,四川观想科技股份有限公司,四川观想科技股份有限公司,100~500人,0,,0,0.0,0.0,0.0,成都市,,,1970-01-01
人工智能,腰部,北京光启元数字科技有限公司,光启元科技,100~500人,0,数据分析,1,2733.0,343000.0,1.0,北京市,,,1970-01-01
纯互联网,尾部,深圳市镜玩科技有限公司,深圳市镜玩科技有限公司,100~500人,0,数据分析,0,2217.0,435456.0,1.0,广东省深圳市南山区粤海街道高新南一道9号  中科大厦27楼,,,1970-01-01
智能硬件,尾部,万佳安物联科技有限公司,万佳安物联科技有限公司,,0,,0,0.0,0.0,0.0,香港,,,1970-01-01
新能源汽车,尾部,沃尔沃汽车（亚太）投资控股有限公司,沃尔沃亚太投资,100~500人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
新生物医药,腰部,吉林特研生物技术有限责任公司,吉林特研生物技术有限责任公司,100~500人,0,,0,0.0,0.0,0.0,长春市,,,1970-01-01
新生物医药,尾部,合全新药研发有限公司,合全新药研发有限公司,100~500人,0,,0,0.0,0.0,0.0,常州市,,,1970-01-01
新生物医药,尾部,南京欧力美仪器设备有限公司,南京欧力美仪器设备有限公司,50人以内,0,,0,0.0,0.0,0.0,南京市,,,1970-01-01
人工智能,尾部,杭州大坝科技有限公司,杭州大坝科技有限公司,50人以内,0,,0,0.0,0.0,0.0,杭州市,,,1970-01-01
新金融科技,腰部,上海万向区块链股份公司,万向区块链,100~500人,0,数据分析,1,3739.0,498232.0,4.0,上海市,股份有限公司,,2017-01-11
新金融科技,腰部,杭州趣链科技有限公司,趣链科技,500~1000人,556,,0,0.0,0.0,0.0,杭州市,,,1970-01-01
纯互联网,尾部,北京卡拉卡尔科技股份有限公司成都分公司,北京卡拉卡尔科技股份有限公司成都分公司,100~500人,0,,0,0.0,0.0,0.0,成都市,,,1970-01-01
企业数字化服务,尾部,江苏宝和数据股份有限公司,江苏宝和数据股份有限公司,100~500人,0,,0,0.0,0.0,0.0,南京市,,,1970-01-01
新金融科技,尾部,卓沃信息技术（上海）有限公司,卓沃信息技术（上海）有限公司,50人以内,0,数据分析,1,1790.0,,1.0,上海市,,,1970-01-01
企业数字化服务,尾部,北京酷克数据科技有限公司,北京酷克数据科技有限公司,100~500人,0,数据分析,0,10222.0,595000.0,4.0,北京市,,,1970-01-01
电子商务&新零售,尾部,广东新辉伟达科技有限公司佛山分公司,广东新辉伟达科技有限公司佛山分公司,500~1000人,0,,0,0.0,0.0,0.0,佛山市,,,1970-01-01
新能源,尾部,包头阿特斯阳光能源科技有限公司,包头阿特斯阳光能源科技有限公司,100~500人,0,,0,0.0,0.0,0.0,包头市,,,1970-01-01
人工智能,尾部,北京灵伴即时智能科技有限公司,北京灵伴即时智能科技有限公司,100~500人,0,数据分析,0,3312.0,,1.0,北京市,,,1970-01-01
智能硬件,尾部,佛山市淇特科技有限公司,佛山市淇特科技有限公司,500~1000人,0,,0,0.0,0.0,0.0,佛山市,,,1970-01-01
电子商务&新零售,尾部,重庆华记黄埔信息技术有限公司,重庆华记黄埔信息技术有限公司,50人以内,0,,0,0.0,0.0,0.0,重庆市,,,1970-01-01
新生物医药,尾部,和田维吾尔药业股份有限公司,和田维吾尔药业股份有限公司,100~500人,0,,0,0.0,0.0,0.0,和田地区,,,1970-01-01
智能硬件,腰部,深圳市几米物联有限公司,深圳市几米物联有限公司,1000~10000人,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
新生物医药,腰部,青岛海尔生物医疗股份有限公司,海尔生物,500~1000人,1433,,0,0.0,0.0,0.0,青岛市,,,1970-01-01
新能源汽车,尾部,舍弗勒（中国）有限公司, 舍弗勒,1000~10000人,0,,0,0.0,0.0,0.0,苏州市,,,1970-01-01
新能源,尾部,合肥国轩电池有限公司,合肥国轩电池有限公司,100~500人,0,数据分析,1,451.0,112000.0,1.0,合肥市,,,1970-01-01
纯互联网,尾部,深圳开源互联网安全技术有限公司,深圳开源互联网安全技术有限公司,200-500人,0,,0,0.0,0.0,0.0,深圳市,有限责任公司（法人独资）,,2013-05-02
人工智能,尾部,郑州市乐艾飒贸易有限公司,郑州市乐艾飒贸易有限公司,,0,数据分析,1,5047.0,241521.0,1.0,郑州市,,,1970-01-01
纯互联网,尾部,互影科技（北京）有限公司,互影,50~100人,0,数据分析,1,1364.0,175000.0,1.0,北京市,,,1970-01-01
企业数字化服务,尾部,杭州溥弛信息技术有限公司,杭州溥弛信息技术有限公司,100~500人,0,,0,0.0,0.0,0.0,杭州市,,,1970-01-01
电子商务&新零售,腰部,苏州邻邻团电子商务有限公司,邻邻壹,500~1000人,0,数据分析,0,2613.0,840000.0,1.0,苏州市,,,1970-01-01
